"POLITICO";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"MARA GABRILLI";"MARA GABRILLI";"PSDB";"SP";"530207";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160565.jpg"
"PROFESSOR SETIMO";"PROFESSOR SETIMO";"PMDB";"MA";"525474";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141543.jpg"
"ZEQUINHA MARINHO";"ZEQUINHA MARINHO";"PSC";"PA";"521577";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73933.jpg"
"BOHN GASS";"BOHN GASS";"PT";"RS";"530161";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160538.jpg"
"LELO COIMBRA";"LELO COIMBRA";"PMDB";"ES";"525239";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141562.jpg"
"FRANCISCO CHAGAS";"FRANCISCO CHAGAS";"PT";"SP";"5829213";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/172029.jpg"
"IRINY LOPES";"IRINY LOPES";"PT";"ES";"520657";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74162.jpg"
"ARNALDO JORDY";"ARNALDO JORDY";"PPS";"PA";"530092";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160602.jpg"
"HENRIQUE OLIVEIRA";"HENRIQUE OLIVEIRA";"SD";"AM";"530010";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/68731.jpg"
"LUCIANA SANTOS";"LUCIANA SANTOS";"PCdoB";"PE";"530110";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160628.jpg"
"PINTO ITAMARATY";"PINTO ITAMARATY";"PSDB";"MA";"525428";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141465.jpg"
"RUBENS BUENO";"RUBENS BUENO";"PPS";"PR";"530121";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73466.jpg"
"WILLIAM DIB";"WILLIAM DIB";"PSDB";"SP";"530208";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160586.jpg"
"JUNJI ABE";"JUNJI ABE";"PSD";"SP";"530198";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160544.jpg"
"NEWTON LIMA";"NEWTON LIMA";"PT";"SP";"530188";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160657.jpg"
"ROBERTO BRITTO";"ROBERTO BRITTO";"PP";"BA";"524907";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141529.jpg"
"CARLOS EDUARDO CADOCA";"CARLOS EDUARDO CADOCA";"PCdoB";"PE";"521814";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74474.jpg"
"PAULO PEREIRA DA SILVA";"PAULO PEREIRA DA SILVA";"SD";"SP";"528881";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141518.jpg"
"TAKAYAMA";"TAKAYAMA";"PSC";"PR";"522097";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74385.jpg"
"WASHINGTON REIS";"WASHINGTON REIS";"PMDB";"RJ";"530134";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160620.jpg"
"HELCIO SILVA";"HELCIO SILVA";"PT";"SP";"5829231";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/175737.jpg"
"VICENTE ARRUDA";"VICENTE ARRUDA";"PROS";"CE";"520521";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74308.jpg"
"DUDU LUIZ EDUARDO";"DUDU LUIZ EDUARDO";"PSDC";"RJ";"5829237";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/177118.jpg"
"GLADSON CAMELI";"GLADSON CAMELI";"PP";"AC";"524520";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141446.jpg"
"REINALDO AZAMBUJA";"REINALDO AZAMBUJA";"PSDB";"MS";"530085";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160615.jpg"
"ANDRE MOURA";"ANDRE MOURA";"PSC";"SE";"530182";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160543.jpg"
"AMAURI TEIXEIRA";"AMAURI TEIXEIRA";"PT";"BA";"530020";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160603.jpg"
"ROSANE FERREIRA";"ROSANE FERREIRA";"PV";"PR";"530124";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160614.jpg"
"FERNANDO COELHO FILHO";"FERNANDO COELHO FILHO";"PSB";"PE";"526411";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141431.jpg"
"REBECCA GARCIA";"REBECCA GARCIA";"PP";"AM";"524687";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141525.jpg"
"LEOPOLDO MEYER";"LEOPOLDO MEYER";"PSB";"PR";"530123";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160663.jpg"
"PAULO TEIXEIRA";"PAULO TEIXEIRA";"PT";"SP";"528722";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141488.jpg"
"ROBERTO BALESTRA";"ROBERTO BALESTRA";"PP";"GO";"520737";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73674.jpg"
"VILMAR ROCHA";"VILMAR ROCHA";"PSD";"GO";"530055";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73677.jpg"
"URZENI ROCHA";"URZENI ROCHA";"PSD";"RR";"5829190";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141551.jpg"
"LUIZ ALBERTO";"LUIZ ALBERTO";"PT";"BA";"520290";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74133.jpg"
"FELIPE MAIA";"FELIPE MAIA";"DEM";"RN";"527540";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141429.jpg"
"BETINHO ROSADO";"BETINHO ROSADO";"PP";"RN";"522860";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74321.jpg"
"ENIO BACCI";"ENIO BACCI";"PDT";"RS";"523088";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73893.jpg"
"VICENTE CANDIDO";"VICENTE CANDIDO";"PT";"SP";"530186";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160622.jpg"
"ANDERSON FERREIRA";"ANDERSON FERREIRA";"PR";"PE";"530104";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160551.jpg"
"CARLOS MELLES";"CARLOS MELLES";"DEM";"MG";"521245";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74651.jpg"
"CELSO MALDANER";"CELSO MALDANER";"PMDB";"SC";"528009";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141405.jpg"
"SANDRA ROSADO";"SANDRA ROSADO";"PSB";"RN";"522843";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74039.jpg"
"DAVI ALCOLUMBRE";"DAVI ALCOLUMBRE";"DEM";"AP";"520221";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73924.jpg"
"MARCELO CASTRO";"MARCELO CASTRO";"PMDB";"PI";"521987";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74460.jpg"
"WALDENOR PEREIRA";"WALDENOR PEREIRA";"PT";"BA";"530022";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160569.jpg"
"COLBERT MARTINS";"COLBERT MARTINS";"PMDB";"BA";"5829196";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74230.jpg"
"MIRO TEIXEIRA";"MIRO TEIXEIRA";"PROS";"RJ";"522296";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74862.jpg"
"CARLOS MAGNO";"CARLOS MAGNO";"PP";"RO";"530149";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160605.jpg"
"RONALDO FONSECA";"RONALDO FONSECA";"PROS";"DF";"530046";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160637.jpg"
"NELSON MARCHEZAN JUNIOR";"NELSON MARCHEZAN JUNIOR";"PSDB";"RS";"530167";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160567.jpg"
"GIACOBO";"GIACOBO";"PR";"PR";"522180";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74383.jpg"
"VICENTINHO";"VICENTINHO";"PT";"SP";"523577";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74283.jpg"
"PEPE VARGAS";"PEPE VARGAS";"PT";"RS";"527813";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141445.jpg"
"DR. GRILO";"DR. GRILO";"SD";"MG";"530072";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160514.jpg"
"LAERCIO OLIVEIRA";"LAERCIO OLIVEIRA";"SD";"SE";"528134";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/151208.jpg"
"REINHOLD STEPHANES";"REINHOLD STEPHANES";"PSD";"PR";"522109";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73786.jpg"
"FABIO REIS";"FABIO REIS";"PMDB";"SE";"5829193";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/171623.jpg"
"FILIPE PEREIRA";"FILIPE PEREIRA";"PSC";"RJ";"527045";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141433.jpg"
"MAGELA";"MAGELA";"PT";"DF";"525086";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74802.jpg"
"ARACELY DE PAULA";"ARACELY DE PAULA";"PR";"MG";"521241";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74648.jpg"
"BERNARDO SANTANA DE VASCONCELLOS";"BERNARDO SANTANA DE VASCONCELLOS";"PR";"MG";"530074";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/109152.jpg"
"AKIRA OTSUBO";"AKIRA OTSUBO";"PMDB";"MS";"5829225";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/173269.jpg"
"SUELI VIDIGAL";"SUELI VIDIGAL";"PDT";"ES";"525230";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141548.jpg"
"MARCO TEBALDI";"MARCO TEBALDI";"PSDB";"SC";"530177";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160536.jpg"
"ASSIS DO COUTO";"ASSIS DO COUTO";"PT";"PR";"522071";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74378.jpg"
"ALBERTO FILHO";"ALBERTO FILHO";"PMDB";"MA";"530059";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160582.jpg"
"CLAUDIO CAJADO";"CLAUDIO CAJADO";"DEM";"BA";"520340";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74537.jpg"
"REGUFFE";"REGUFFE";"PDT";"DF";"530042";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/89282.jpg"
"MANOEL SALVIANO";"MANOEL SALVIANO";"PSD";"CE";"520518";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74456.jpg"
"LUCIO VIEIRA LIMA";"LUCIO VIEIRA LIMA";"PMDB";"BA";"530026";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/94931.jpg"
"ASSIS CARVALHO";"ASSIS CARVALHO";"PT";"PI";"530112";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/159237.jpg"
"HENRIQUE AFONSO";"HENRIQUE AFONSO";"PV";"AC";"520015";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73940.jpg"
"ALEXANDRE LEITE";"ALEXANDRE LEITE";"DEM";"SP";"530196";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160545.jpg"
"VALDIVINO DE OLIVEIRA";"VALDIVINO DE OLIVEIRA";"PSDB";"GO";"530998";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/162490.jpg"
"IZALCI";"IZALCI";"PSDB";"DF";"525097";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/4931.jpg"
"ALCEU MOREIRA";"ALCEU MOREIRA";"PMDB";"RS";"530164";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160559.jpg"
"MILTON MONTI";"MILTON MONTI";"PR";"SP";"523624";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74787.jpg"
"CHICO DAS VERDURAS";"CHICO DAS VERDURAS";"PRP";"RR";"530156";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160634.jpg"
"ARTHUR LIRA";"ARTHUR LIRA";"PP";"AL";"530004";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160541.jpg"
"RICARDO TRIPOLI";"RICARDO TRIPOLI";"PSDB";"SP";"528647";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141472.jpg"
"RUI COSTA";"RUI COSTA";"PT";"BA";"530023";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/104254.jpg"
"RENATO MOLLING";"RENATO MOLLING";"PP";"RS";"527952";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141527.jpg"
"BETO MANSUR";"BETO MANSUR";"PRB";"SP";"528887";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73437.jpg"
"CARLOS BEZERRA";"CARLOS BEZERRA";"PMDB";"MT";"526056";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141401.jpg"
"VALADARES FILHO";"VALADARES FILHO";"PSB";"SE";"528107";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141384.jpg"
"VINICIUS GURGEL";"VINICIUS GURGEL";"PR";"AP";"530013";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160591.jpg"
"ARLINDO CHINAGLIA";"ARLINDO CHINAGLIA";"PT";"SP";"523540";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/73433.jpg"
"STEFANO AGUIAR";"STEFANO AGUIAR";"PSB";"MG";"531619";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/92776.jpg"
"JEAN WYLLYS";"JEAN WYLLYS";"PSOL";"RJ";"530145";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160672.jpg"
"WALTER TOSTA";"WALTER TOSTA";"PSD";"MG";"530076";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160609.jpg"
"RAIMUNDO GOMES DE MATOS";"RAIMUNDO GOMES DE MATOS";"PSDB";"CE";"520511";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74216.jpg"
"HEULER CRUVINEL";"HEULER CRUVINEL";"PSD";"GO";"530056";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160596.jpg"
"ANTONIO BALHMANN";"ANTONIO BALHMANN";"PROS";"CE";"530038";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74213.jpg"
"ARNALDO JARDIM";"ARNALDO JARDIM";"PPS";"SP";"528260";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/141391.jpg"
"JAQUELINE RORIZ";"JAQUELINE RORIZ";"PMN";"DF";"530047";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/97822.jpg"
"PENNA";"PENNA";"PV";"SP";"530204";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/80920.jpg"
"PAULO RUBEM SANTIAGO";"PAULO RUBEM SANTIAGO";"PDT";"PE";"531877";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/74047.jpg"
"ASSIS MELO";"ASSIS MELO";"PCdoB";"RS";"530168";"2011";"54";"http://www.camara.gov.br/internet/deputado/bandep/160581.jpg"
