ID_VOTACAO;DATA;HORA;ORIENTACAO_GOVERNO;TIPO;NUMERO;ANO;EMENTA;O_QUE_FOI_VOTADO;LINGUAGEM_COMUM
1321090491974080;110215;21:09:00;Sim;REQ;349;2011;Requerimento de , urgência para apreciação do PL 382/2011, de autoria do Executivo Federal, que  'Dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário'.;"Aprovado o Requerimento. Sim: 391; não:22; abstenção: 3; total: 416.";
1322380491872080;110216;22:38:00;Não;PL;382;2011;Dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário.;"Rejeitada a Emenda de Plenário de n.º 1. Sim: 106; não: 376; abstenção: 7; total: 489.";
1300170491872140;110216;00:17:00;Sim;PL;382;2011;Dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário.;"Mantida a expressão. Sim: 350; não:117; abstenção: 2; total: 469.";
1323270491872100;110216;23:27:00;Não;PL;382;2011;Dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário.;"Rejeitada a Emenda de Plenário de n.º 22. Sim: 120; não: 361; abstenção: 11; total: 492.";
1217360485274110;110222;17:36:00;Não;MPV;502;2010;"Dá nova redação às Leis nºs 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa-Atleta; cria os Programas Atleta Pódio e Cidade Esportiva, e dá outras providências.";"Rejeitado o Requerimento. Sim: 2; não: 269; abstenção:4; total: 275.";
1219200485274110;110222;19:20:00;Não;MPV;502;2010;"Dá nova redação às Leis nºs 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa-Atleta; cria os Programas Atleta Pódio e Cidade Esportiva, e dá outras providências.";"Rejeitado o Requerimento. Sim: 5; não: 282; abstenção: 3; total: 290.";
1220450485274110;110222;20:45:00;Não;MPV;502;2010;"Dá nova redação às Leis nºs 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa-Atleta; cria os Programas Atleta Pódio e Cidade Esportiva, e dá outras providências.";"Rejeitado o Requerimento. Sim: 14; não: 309; abstenção: 02; total: 325.";
1219110485758130;110405;19:11:00;Não;MPV;511;2010;Dispõe sobre medidas para assegurar a sustentabilidade econômico-financeira do Banco Nacional de Desenvolvimento Econômico e Social - BNDES, sobre autorização para garantia do financiamento do Trem de Alta Velocidade - TAV, no trecho entre os Municípios do Rio de Janeiro - RJ e Campinas - SP, e dá outras providências.;"Rejeitado o Requerimento. Sim: 12; não: 298; abstenção: 04;  total: 314.";
1222140485758000;110405;22:14:00;Sim;MPV;511;2010;Dispõe sobre medidas para assegurar a sustentabilidade econômico-financeira do Banco Nacional de Desenvolvimento Econômico e Social - BNDES, sobre autorização para garantia do financiamento do Trem de Alta Velocidade - TAV, no trecho entre os Municípios do Rio de Janeiro - RJ e Campinas - SP, e dá outras providências.;;
1323310476031080;110406;23:31:00;Sim;PDC;2600;2010;Aprova o texto da Notas Reversais entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre as Bases Financeiras do Anexo C do Tratado de Itaipu, firmadas em 1º de setembro de 2009.;"Aprovado o Projeto de Decreto Legislativo n.º 2.600, de 2010. Sim: 285; não: 54; total: 339.";
